,Unnamed: 0,date,start_time,vis_team,home_team,vis_points,home_points,ot,attendance,home_initial,vis_initial,home_players,home_bench,vis_players,vis_bench,referees,score_starter_home,score_bench_home,score_starter_vis,score_bench_vis,recovery_time,perform,def_perf_home,off_perf_home,def_perf_vis,off_perf_vis,total_score,class,frac_season,day_hour
37,37,2019-10-27,19:00:00,Portland Trail Blazers,Dallas Mavericks,121,119,0,19707,DAL,POR,"Luka Dončić,Kristaps Porziņģis,Jalen Brunson,Maxi Kleber,Delon Wright","Dorian Finney-Smith,Seth Curry,Tim Hardaway,Justin Jackson,Ryan Broekhoff,Boban Marjanović,J.J. Barea,Courtney Lee","CJ McCollum,Damian Lillard,Rodney Hood,Hassan Whiteside,Zach Collins","Kent Bazemore,Mario Hezonja,Anfernee Simons,Skal Labissière,Anthony Tolliver,Nassir Little,Gary Trent","Brent Barnaky,Courtney Kirkland,Derek Richardson",72.53974074314631,49.943422632921475,87.64486258041941,35.141906431334625,4.0,12.333333333333336,,,,,240,1,0.028409090909090908,19.0
38,38,2019-10-27,19:00:00,Miami Heat,Minnesota Timberwolves,109,116,0,17049,MIN,MIA,"Andrew Wiggins,Karl-Anthony Towns,Jeff Teague,Robert Covington,Treveon Graham","Jake Layman,Josh Okogie,Shabazz Napier,Noah Vonleh,Jarrett Culver,Kelan Martin,Gorgui Dieng,Jordan Bell","Justise Winslow,Kendrick Nunn,Tyler Herro,Bam Adebayo,Meyers Leonard","Goran Dragić,Duncan Robinson,Kelly Olynyk,Chris Silva,KZ Okpala,Udonis Haslem,Daryl Macon","James Capers Jr.,Ashley Moyer-Gleich,J.T. Orr",76.30544232714819,58.05642197055361,62.1126779681736,43.75551003510904,3.0,20.333333333333336,,,,,225,1,0.028409090909090908,19.0
39,39,2019-10-27,21:30:00,Charlotte Hornets,Los Angeles Lakers,101,120,0,18997,LAL,CHO,"LeBron James,Anthony Davis,Avery Bradley,Danny Green,JaVale McGee","Quinn Cook,Dwight Howard,Kentavious Caldwell-Pope,Alex Caruso,Troy Daniels,Jared Dudley,Kostas Antetokounmpo,Zach Norvell","Miles Bridges,Dwayne Bacon,P.J. Washington,Terry Rozier,Cody Zeller","Devonte' Graham,Marvin Williams,Malik Monk,Bismack Biyombo,Willy Hernangómez,Cody Martin,Caleb Martin,Michael Kidd-Gilchrist","Curtis Blair,Jacyn Goble,Josh Tiven",76.0387136672851,34.94499211506705,60.02316534040672,61.70908108764164,4.0,26.666666666666664,,,,,221,1,0.028409090909090908,21.5
40,40,2019-10-28,19:00:00,Chicago Bulls,New York Knicks,98,105,0,19812,NYK,CHI,"RJ Barrett,Julius Randle,Marcus Morris,Elfrid Payton,Mitchell Robinson","Bobby Portis,Frank Ntilikina,Wayne Ellington,Kevin Knox,Taj Gibson,Damyean Dotson,Allonzo Trier,Ignas Brazdeikis","Zach LaVine,Otto Porter,Lauri Markkanen,Wendell Carter,Tomáš Satoranský","Thaddeus Young,Kris Dunn,Luke Kornet,Coby White,Ryan Arcidiacono,Shaquille Harrison,Daniel Gafford,Denzel Valentine","Mitchell Ervin,Matt Myers,Kevin Scott",70.85283100324084,49.06148264346482,62.07626373626374,58.10828484718277,4.0,24.333333333333336,,,111.0,111.0,203,0,0.03409090909090909,19.0
41,41,2019-10-28,19:00:00,Indiana Pacers,Detroit Pistons,94,96,0,13565,DET,IND,"Andre Drummond,Luke Kennard,Markieff Morris,Tony Snell,Tim Frazier","Bruce Brown,Derrick Rose,Christian Wood,Langston Galloway,Thon Maker,Sviatoslav Mykhailiuk,Khyri Thomas","Myles Turner,Domantas Sabonis,T.J. Warren,Malcolm Brogdon,Edmond Sumner","Justin Holiday,Doug McDermott,T.J. McConnell,T.J. Leaf,Alize Johnson,JaKarr Sampson,Aaron Holiday,Goga Bitadze","John Conley,Karl Lane,Ed Malloy",55.20842650592874,66.12421832338964,69.9182215598609,46.26655746146609,4.0,15.666666666666668,109.33333333333331,102.33333333333331,,,190,0,0.03409090909090909,19.0
42,42,2019-10-28,19:30:00,Orlando Magic,Toronto Raptors,95,104,0,19800,TOR,ORL,"Fred VanVleet,OG Anunoby,Kyle Lowry,Pascal Siakam,Marc Gasol","Serge Ibaka,Norman Powell,Patrick McCaw,Chris Boucher,Terence Davis,Matt Thomas,Stanley Johnson,Rondae Hollis-Jefferson","Jonathan Isaac,Aaron Gordon,Evan Fournier,D.J. Augustin,Nikola Vučević","Markelle Fultz,Terrence Ross,Al-Farouq Aminu,Michael Carter-Williams,Mohamed Bamba,Khem Birch,Melvin Frazier,Wesley Iwundu","Derrick Collins,Sean Corbin,Nate Green",79.32961993457275,63.96959896522397,75.10818744934066,48.63988095238096,4.0,20.33333333333333,,,,,199,0,0.03409090909090909,19.5
43,43,2019-10-28,19:30:00,Philadelphia 76ers,Atlanta Hawks,105,103,0,14094,ATL,PHI,"Trae Young,De'Andre Hunter,John Collins,Cam Reddish,Alex Len","Jabari Parker,DeAndre' Bembry,Kevin Huerter,Bruno Fernando,Vince Carter,Evan Turner,Damian Jones,Tyrone Wallace","Tobias Harris,Ben Simmons,Joel Embiid,Al Horford,Josh Richardson","Matisse Thybulle,Shake Milton,Furkan Korkmaz,Mike Scott,James Ennis,Kyle O'Quinn,Trey Burke,Raul Neto","Rodney Mott,Evan Scott,Scott Wall",82.41167752775345,53.607968123268,85.35058598808598,49.12255966725422,4.0,15.0,,,,,208,0,0.03409090909090909,19.5
44,44,2019-10-28,20:00:00,Oklahoma City Thunder,Houston Rockets,112,116,0,18055,HOU,OKC,"Danuel House,James Harden,Russell Westbrook,P.J. Tucker,Clint Capela","Eric Gordon,Austin Rivers,Thabo Sefolosha,Ben McLemore,Tyson Chandler,Chris Clemons,Ryan Anderson,Gary Clark","Shai Gilgeous-Alexander,Danilo Gallinari,Chris Paul,Steven Adams,Terrance Ferguson","Dennis Schröder,Nerlens Noel,Hamidou Diallo,Darius Bazley,Abdel Nader,Deonte Burton,Mike Muscala,Justin Patton","Brian Forte,Natalie Sago,Sean Wright",93.10456870502388,46.918472302336646,71.29610190575707,52.51661057252179,3.0,19.0,117.33333333333331,117.66666666666669,,,228,1,0.03409090909090909,20.0
45,45,2019-10-28,20:00:00,Cleveland Cavaliers,Milwaukee Bucks,112,129,0,17385,MIL,CLE,"Giannis Antetokounmpo,Khris Middleton,Wesley Matthews,Brook Lopez,Eric Bledsoe","Pat Connaughton,Ersan İlyasova,George Hill,Kyle Korver,Robin Lopez,D.J. Wilson,Donte DiVincenzo,Sterling Brown","Tristan Thompson,Kevin Love,Collin Sexton,Cedi Osman,Darius Garland","Jordan Clarkson,Larry Nance,Matthew Dellavedova,Kevin Porter,Tyler Cook,Alfonzo McKinnie,Brandon Knight","Scott Foster,Marat Kogut,Justin Van Duyne",84.68414327306655,51.25511793448649,73.76398305084746,31.81364699627857,4.0,21.66666666666667,,,,,241,1,0.03409090909090909,20.0
46,46,2019-10-28,20:00:00,Golden State Warriors,New Orleans Pelicans,134,123,0,17307,NOP,GSW,"Josh Hart,Lonzo Ball,Brandon Ingram,J.J. Redick,Jahlil Okafor","Kenrich Williams,Nickeil Alexander-Walker,Jaxson Hayes,Frank Jackson,Nicolò Melli,E'Twaun Moore,Derrick Favors,Jrue Holiday","Draymond Green,D'Angelo Russell,Stephen Curry,Glenn Robinson,Jordan Poole","Damion Lee,Eric Paschall,Omari Spellman,Marquese Chriss,Ky Bowman,Jacob Evans","Pat Fraher,Gediminas Petraitis,Phenizee Ransom",69.36887357282093,66.1874144427229,60.73670610635116,55.32086293703143,3.0,26.33333333333333,,,,,257,1,0.03409090909090909,20.0
47,47,2019-10-28,20:30:00,Portland Trail Blazers,San Antonio Spurs,110,113,0,18083,SAS,POR,"LaMarcus Aldridge,DeMar DeRozan,Bryn Forbes,Trey Lyles,Dejounte Murray","Derrick White,Patty Mills,Rudy Gay,Marco Belinelli,Jakob Poeltl,Chimezie Metu,Lonnie Walker,DeMarre Carroll","Damian Lillard,CJ McCollum,Rodney Hood,Anthony Tolliver,Hassan Whiteside","Kent Bazemore,Anfernee Simons,Mario Hezonja,Skal Labissière,Gary Trent,Nassir Little","Leroy Richardson,James Williams,Zach Zarba",69.35806130708377,55.117406031240996,82.15550087829175,31.63126813346228,3.0,9.666666666666668,114.33333333333331,119.0,114.66666666666669,117.66666666666669,223,1,0.03409090909090909,20.5
48,48,2019-10-28,22:00:00,Utah Jazz,Phoenix Suns,96,95,0,14805,PHO,UTA,"Kelly Oubre,Devin Booker,Ricky Rubio,Aron Baynes,Dario Šarić","Frank Kaminsky,Jevon Carter,Tyler Johnson,Mikal Bridges,Cameron Johnson,Elie Okobo,Cheick Diallo,Deandre Ayton","Bojan Bogdanović,Donovan Mitchell,Rudy Gobert,Royce O'Neale,Mike Conley","Joe Ingles,Emmanuel Mudiay,Jeff Green,Ed Davis,Georges Niang,Nigel Williams-Goss,Stanton Kidd,Tony Bradley","Tony Brown,Mousa Dagher,Ben Taylor",60.72136403299685,65.95362818270652,79.58822886615962,37.7050478927203,4.0,17.333333333333332,104.33333333333331,116.33333333333331,,,191,0,0.03409090909090909,22.0
49,49,2019-10-28,22:00:00,Denver Nuggets,Sacramento Kings,101,94,0,15870,SAC,DEN,"De'Aaron Fox,Nemanja Bjelica,Buddy Hield,Harrison Barnes,Dewayne Dedmon","Richaun Holmes,Trevor Ariza,Bogdan Bogdanović,Cory Joseph,Justin James,Caleb Swanigan,Yogi Ferrell,Wenyen Gabriel","Jamal Murray,Gary Harris,Will Barton,Nikola Jokić,Paul Millsap","Jerami Grant,Malik Beasley,Mason Plumlee,Torrey Craig,Monte Morris,Juan Hernangómez,Michael Porter,Jarred Vanderbilt","Curtis Blair,David Guthrie,Jonathan Sterling",72.63762626262627,52.856278014002065,76.44851097178685,50.44244243963584,5.0,21.666666666666664,,,,,195,0,0.03409090909090909,22.0
50,50,2019-10-28,22:30:00,Charlotte Hornets,Los Angeles Clippers,96,111,0,19068,LAC,CHO,"Landry Shamet,Patrick Beverley,Kawhi Leonard,Patrick Patterson,Ivica Zubac","Lou Williams,Montrezl Harrell,JaMychal Green,Maurice Harkless,Terance Mann,Derrick Walton,Jerome Robinson,Mfiondu Kabengele","Miles Bridges,Terry Rozier,P.J. Washington,Cody Zeller,Dwayne Bacon","Devonte' Graham,Malik Monk,Marvin Williams,Bismack Biyombo,Cody Martin,Michael Kidd-Gilchrist,Caleb Martin,Willy Hernangómez","Nick Buchert,John Goble,Leon Wood",57.01159652690863,60.29284640091093,60.02316534040672,61.70908108764165,3.0,32.66666666666667,,,,,207,0,0.03409090909090909,22.5
51,51,2019-10-29,19:30:00,Atlanta Hawks,Miami Heat,97,112,0,19600,MIA,ATL,"Bam Adebayo,Jimmy Butler,Justise Winslow,Kendrick Nunn,Meyers Leonard","Goran Dragić,Tyler Herro,Kelly Olynyk,Chris Silva,Duncan Robinson,KZ Okpala,Derrick Jones,Udonis Haslem","John Collins,De'Andre Hunter,Cam Reddish,Alex Len,Trae Young","DeAndre' Bembry,Jabari Parker,Kevin Huerter,Vince Carter,Tyrone Wallace,Bruno Fernando,Damian Jones","Ray Acosta,Kevin Cutler,Pat Fraher",69.48107828338243,55.877850460640964,82.41167752775345,50.34481022853115,3.0,16.0,,,,,209,0,0.03977272727272727,19.5
52,52,2019-10-29,21:00:00,Dallas Mavericks,Denver Nuggets,109,106,0,16605,DEN,DAL,"Will Barton,Gary Harris,Jamal Murray,Nikola Jokić,Paul Millsap","Jerami Grant,Mason Plumlee,Malik Beasley,Monte Morris,Torrey Craig,Juan Hernangómez,Michael Porter,Jarred Vanderbilt","Kristaps Porziņģis,Luka Dončić,Seth Curry,Dorian Finney-Smith,Dwight Powell","Maxi Kleber,Delon Wright,Tim Hardaway,Justin Jackson,Jalen Brunson,J.J. Barea,Boban Marjanović,Courtney Lee","Tre Maddox,J.T. Orr,Josh Tiven",76.44851097178685,50.44244243963584,79.22487548927293,48.48181729855958,3.0,7.666666666666666,,,,,215,0,0.03977272727272727,21.0
53,53,2019-10-29,22:30:00,Memphis Grizzlies,Los Angeles Lakers,91,120,0,18997,LAL,MEM,"Anthony Davis,JaVale McGee,LeBron James,Avery Bradley,Danny Green","Kentavious Caldwell-Pope,Quinn Cook,Troy Daniels,Dwight Howard,Alex Caruso,Jared Dudley,Talen Horton-Tucker","Jae Crowder,Ja Morant,Jonas Valančiūnas,Dillon Brooks,Jaren Jackson","Marko Guduric,Grayson Allen,Brandon Clarke,Kyle Anderson,Tyus Jones,Solomon Hill,Bruno Caboclo,De'Anthony Melton","Brent Barnaky,Jonathan Sterling,Tom Washington",76.0387136672851,32.94499211506705,58.586653575680934,52.67384725757608,4.0,31.666666666666664,92.66666666666669,111.66666666666669,,,211,0,0.03977272727272727,22.5
54,54,2019-10-30,19:00:00,Chicago Bulls,Cleveland Cavaliers,111,117,0,17595,CLE,CHI,"Tristan Thompson,Kevin Love,Cedi Osman,Collin Sexton,Darius Garland","Larry Nance,Jordan Clarkson,Kevin Porter,Matthew Dellavedova,Brandon Knight,Alfonzo McKinnie,Tyler Cook","Zach LaVine,Otto Porter,Lauri Markkanen,Tomáš Satoranský,Wendell Carter","Thaddeus Young,Kris Dunn,Coby White,Luke Kornet,Ryan Arcidiacono,Shaquille Harrison,Denzel Valentine,Daniel Gafford","Derrick Collins,Rodney Mott,Phenizee Ransom",73.76398305084746,31.81364699627857,62.07626373626374,58.10828484718277,4.0,23.66666666666667,,,108.0,106.33333333333331,228,1,0.045454545454545456,19.0
55,55,2019-10-30,19:00:00,New York Knicks,Orlando Magic,83,95,0,17456,ORL,NYK,"Nikola Vučević,Jonathan Isaac,Aaron Gordon,Evan Fournier,D.J. Augustin","Al-Farouq Aminu,Terrence Ross,Markelle Fultz,Mohamed Bamba,Michael Carter-Williams,Wesley Iwundu,Melvin Frazier,Khem Birch","Julius Randle,Marcus Morris,RJ Barrett,Mitchell Robinson,Wayne Ellington","Frank Ntilikina,Bobby Portis,Kevin Knox,Damyean Dotson,Taj Gibson,Allonzo Trier,Ignas Brazdeikis","Tony Brothers,Kevin Cutler,Jacyn Goble",75.10818744934063,48.63988095238096,65.95838655879639,43.978149310131464,4.0,22.333333333333336,,,109.33333333333331,101.0,178,0,0.045454545454545456,19.0
56,56,2019-10-30,19:00:00,Minnesota Timberwolves,Philadelphia 76ers,95,117,0,20204,PHI,MIN,"Tobias Harris,Al Horford,Ben Simmons,Josh Richardson,Joel Embiid","Furkan Korkmaz,Matisse Thybulle,James Ennis,Mike Scott,Kyle O'Quinn,Jonah Bolden,Raul Neto,Trey Burke","Andrew Wiggins,Robert Covington,Jeff Teague,Karl-Anthony Towns,Treveon Graham","Shabazz Napier,Jake Layman,Josh Okogie,Jarrett Culver,Noah Vonleh,Jordan Bell,Gorgui Dieng","Mark Ayotte,Mitchell Ervin,Scott Twardoski",85.35058598808598,41.082381095825646,76.30544232714819,51.701583260876205,5.0,27.0,,,114.0,114.33333333333331,212,0,0.045454545454545456,19.0
57,57,2019-10-30,19:30:00,Milwaukee Bucks,Boston Celtics,105,116,0,18624,BOS,MIL,"Marcus Smart,Jayson Tatum,Kemba Walker,Gordon Hayward,Daniel Theis","Semi Ojeleye,Grant Williams,Robert Williams,Brad Wanamaker,Carsen Edwards,Javonte Green,Romeo Langford,Vincent Poirier","Giannis Antetokounmpo,Khris Middleton,Wesley Matthews,Eric Bledsoe,Brook Lopez","Pat Connaughton,George Hill,Kyle Korver,Ersan İlyasova,Robin Lopez,Sterling Brown,D.J. Wilson,Donte DiVincenzo","Marc Davis,Tyler Ford,Dedric Taylor",84.81301248427059,27.791335171648086,84.68414327306655,51.25511793448649,6.0,24.333333333333336,,,,,221,1,0.045454545454545456,19.5
58,58,2019-10-30,19:30:00,Indiana Pacers,Brooklyn Nets,118,108,0,17083,BRK,IND,"Caris LeVert,Kyrie Irving,Joe Harris,Taurean Waller-Prince,DeAndre Jordan","Spencer Dinwiddie,Jarrett Allen,Rodions Kurucs,Garrett Temple,David Nwaba,Džanan Musa,Theo Pinson,Wilson Chandler","Domantas Sabonis,Jeremy Lamb,T.J. Warren,Malcolm Brogdon,Myles Turner","Doug McDermott,Justin Holiday,Aaron Holiday,T.J. McConnell,Goga Bitadze,Alize Johnson,T.J. Leaf,JaKarr Sampson","Nate Green,Michael Smith,Bill Spooner",67.38366910866911,64.56484453046953,77.90169982073047,46.2665574614661,5.0,12.666666666666668,118.0,115.66666666666669,104.66666666666669,103.66666666666669,226,1,0.045454545454545456,19.5
59,59,2019-10-30,19:30:00,Detroit Pistons,Toronto Raptors,113,125,0,19800,TOR,DET,"Kyle Lowry,OG Anunoby,Fred VanVleet,Pascal Siakam,Marc Gasol","Serge Ibaka,Norman Powell,Patrick McCaw,Chris Boucher,Matt Thomas,Terence Davis,Rondae Hollis-Jefferson,Stanley Johnson","Andre Drummond,Markieff Morris,Luke Kennard,Tim Frazier,Tony Snell","Langston Galloway,Bruce Brown,Derrick Rose,Christian Wood,Thon Maker,Sviatoslav Mykhailiuk,Khyri Thomas","Brandon Adair,Kane Fitzgerald,Marat Kogut",79.32961993457275,63.96959896522397,55.20842650592874,66.12421832338964,4.0,21.66666666666667,110.0,119.66666666666669,,,238,1,0.045454545454545456,19.5
60,60,2019-10-30,20:00:00,Portland Trail Blazers,Oklahoma City Thunder,102,99,0,18203,OKC,POR,"Shai Gilgeous-Alexander,Terrance Ferguson,Chris Paul,Danilo Gallinari,Nerlens Noel","Dennis Schröder,Hamidou Diallo,Mike Muscala,Darius Bazley,Justin Patton,Deonte Burton,Devon Hall,Abdel Nader","Damian Lillard,CJ McCollum,Rodney Hood,Anthony Tolliver,Hassan Whiteside","Skal Labissière,Kent Bazemore,Mario Hezonja,Anfernee Simons,Gary Trent,Zach Collins,Nassir Little","Tony Brown,J.B. DeRosa,Scott Wall",68.0913997113997,45.80751966343088,82.15550087829175,40.63126813346229,4.0,14.333333333333332,97.0,101.33333333333331,110.33333333333331,111.0,201,0,0.045454545454545456,20.0
61,61,2019-10-30,20:00:00,Houston Rockets,Washington Wizards,159,158,0,20476,WAS,HOU,"Bradley Beal,Rui Hachimura,Thomas Bryant,Isaac Bonga,Ish Smith","Dāvis Bertāns,Isaiah Thomas,Troy Brown,Moritz Wagner,Jordan McRae,Justin Robinson","James Harden,Russell Westbrook,P.J. Tucker,Clint Capela,Danuel House","Eric Gordon,Austin Rivers,Thabo Sefolosha,Ben McLemore,Ryan Anderson,Tyson Chandler,Chris Clemons,Gary Clark","James Capers Jr.,Jason Goldenberg,Kevin Scott",71.05118336210585,50.11591591591592,93.10456870502388,46.918472302336646,6.0,7.666666666666666,,,,,317,1,0.045454545454545456,20.0
62,62,2019-10-30,22:00:00,Charlotte Hornets,Sacramento Kings,118,111,0,15416,SAC,CHO,"Harrison Barnes,Buddy Hield,De'Aaron Fox,Richaun Holmes,Nemanja Bjelica","Bogdan Bogdanović,Trevor Ariza,Cory Joseph,Dewayne Dedmon,Wenyen Gabriel,Caleb Swanigan,Yogi Ferrell,Justin James","P.J. Washington,Terry Rozier,Cody Zeller,Miles Bridges,Dwayne Bacon","Devonte' Graham,Malik Monk,Marvin Williams,Cody Martin,Willy Hernangómez,Bismack Biyombo,Caleb Martin,Michael Kidd-Gilchrist","Eric Lewis,Aaron Smith,Ben Taylor",79.63995726495726,45.85394701167107,60.02316534040672,61.70908108764165,4.0,29.0,113.66666666666669,105.66666666666669,114.0,105.0,229,1,0.045454545454545456,22.0
63,63,2019-10-30,22:00:00,Los Angeles Clippers,Utah Jazz,96,110,0,18306,UTA,LAC,"Donovan Mitchell,Rudy Gobert,Mike Conley,Bojan Bogdanović,Royce O'Neale","Joe Ingles,Jeff Green,Emmanuel Mudiay,Ed Davis,Stanton Kidd,Nigel Williams-Goss,Georges Niang,Tony Bradley","Landry Shamet,Patrick Patterson,Lou Williams,Patrick Beverley,Ivica Zubac","JaMychal Green,Jerome Robinson,Rodney McGruder,Maurice Harkless,Montrezl Harrell,Terance Mann,Mfiondu Kabengele,Derrick Walton","Brent Barnaky,Derek Richardson,Josh Tiven",79.58822886615962,37.7050478927203,48.79885142886942,44.82284640091092,4.0,28.0,90.66666666666669,107.66666666666669,120.66666666666669,119.66666666666669,206,0,0.045454545454545456,22.0
64,64,2019-10-30,22:30:00,Phoenix Suns,Golden State Warriors,121,110,0,18064,GSW,PHO,"Eric Paschall,Glenn Robinson,D'Angelo Russell,Draymond Green,Stephen Curry","Omari Spellman,Jordan Poole,Alec Burks,Willie Cauley-Stein,Ky Bowman,Damion Lee,Marquese Chriss","Devin Booker,Ricky Rubio,Kelly Oubre,Dario Šarić,Aron Baynes","Frank Kaminsky,Mikal Bridges,Jevon Carter,Cameron Johnson,Tyler Johnson,Cheick Diallo,Elie Okobo,Deandre Ayton","Curtis Blair,Nick Buchert,John Goble",65.86214470284239,68.10554837456837,60.72136403299685,65.95362818270652,4.0,23.333333333333336,,,,,231,1,0.045454545454545456,22.5
65,65,2019-10-31,19:00:00,Miami Heat,Atlanta Hawks,106,97,0,16539,ATL,MIA,"John Collins,Cam Reddish,De'Andre Hunter,Kevin Huerter,Alex Len","DeAndre' Bembry,Jabari Parker,Tyrone Wallace,Vince Carter,Damian Jones,Bruno Fernando,Brandon Goodwin","Bam Adebayo,Jimmy Butler,Kendrick Nunn,Duncan Robinson,Meyers Leonard","Tyler Herro,Kelly Olynyk,Goran Dragić,Chris Silva,James Johnson,Justise Winslow,Udonis Haslem","Tony Brothers,Eric Dalen,Karl Lane",64.99262990870585,44.189348043657205,71.48527408757823,60.91115465644516,4.0,19.0,103.33333333333331,101.0,113.0,115.33333333333331,203,0,0.05113636363636364,19.0
66,66,2019-10-31,21:30:00,Denver Nuggets,New Orleans Pelicans,107,122,0,16613,NOP,DEN,"Brandon Ingram,Jahlil Okafor,Jrue Holiday,Lonzo Ball,Nicolò Melli","Josh Hart,Frank Jackson,J.J. Redick,Nickeil Alexander-Walker,Jaxson Hayes,Kenrich Williams,E'Twaun Moore,Derrick Favors","Gary Harris,Nikola Jokić,Jamal Murray,Torrey Craig,Paul Millsap","Malik Beasley,Jerami Grant,Monte Morris,Michael Porter,Mason Plumlee,Jarred Vanderbilt,Juan Hernangómez,Vlatko Čančar","Matt Boland,Courtney Kirkland,Ken Mauer",70.69413086913086,64.86215714641297,66.33954545454546,46.69672815392157,5.0,18.0,121.33333333333331,120.33333333333331,105.33333333333331,105.33333333333331,229,1,0.05113636363636364,21.5
67,67,2019-10-31,22:30:00,San Antonio Spurs,Los Angeles Clippers,97,103,0,19068,LAC,SAS,"Kawhi Leonard,Patrick Beverley,Landry Shamet,Patrick Patterson,Ivica Zubac","Lou Williams,Montrezl Harrell,JaMychal Green,Maurice Harkless,Rodney McGruder,Terance Mann,Jerome Robinson,Mfiondu Kabengele","LaMarcus Aldridge,DeMar DeRozan,Bryn Forbes,Dejounte Murray,Trey Lyles","Rudy Gay,Derrick White,Patty Mills,Marco Belinelli,Jakob Poeltl,Lonnie Walker,DeMarre Carroll,Chimezie Metu","Jonathan Sterling,Ben Taylor,Tom Washington",57.01159652690863,61.43438486244938,69.35806130708379,55.117406031240996,4.0,15.333333333333332,98.33333333333331,108.66666666666669,,,200,0,0.05113636363636364,22.5
68,68,2019-11-01,19:00:00,Houston Rockets,Brooklyn Nets,116,123,0,17732,BRK,HOU,"Kyrie Irving,Taurean Waller-Prince,Joe Harris,Caris LeVert,Jarrett Allen","Garrett Temple,Spencer Dinwiddie,DeAndre Jordan,Rodions Kurucs,Džanan Musa,Theo Pinson,David Nwaba,Wilson Chandler","James Harden,Russell Westbrook,P.J. Tucker,Danuel House,Clint Capela","Eric Gordon,Ben McLemore,Austin Rivers,Tyson Chandler,Isaiah Hartenstein,Ryan Anderson,Chris Clemons,Thabo Sefolosha","Kevin Cutler,Marat Kogut,Ed Malloy",69.72072268009768,62.22779095904096,93.10456870502388,48.370646215380106,4.0,10.0,114.33333333333331,114.66666666666669,,,239,1,0.056818181818181816,19.0
69,69,2019-11-01,19:00:00,Cleveland Cavaliers,Indiana Pacers,95,102,0,16079,IND,CLE,"Domantas Sabonis,Jeremy Lamb,Malcolm Brogdon,T.J. Warren,T.J. Leaf","Goga Bitadze,Justin Holiday,Doug McDermott,T.J. McConnell,JaKarr Sampson,Aaron Holiday,Alize Johnson","Cedi Osman,Collin Sexton,Kevin Love,Tristan Thompson,Darius Garland","Jordan Clarkson,Larry Nance,Kevin Porter,Brandon Knight,Tyler Cook,Alfonzo McKinnie","Sean Corbin,Mitchell Ervin,Matt Myers",68.94533618436682,43.38655746146609,73.76398305084746,28.708383838383842,4.0,16.333333333333332,,,108.33333333333331,97.33333333333331,197,0,0.056818181818181816,19.0
70,70,2019-11-01,19:00:00,Milwaukee Bucks,Orlando Magic,123,91,0,15105,ORL,MIL,"Jonathan Isaac,Aaron Gordon,Nikola Vučević,D.J. Augustin,Evan Fournier","Khem Birch,Terrence Ross,Al-Farouq Aminu,Markelle Fultz,Wesley Iwundu,Josh Magette,Amile Jefferson,Melvin Frazier","Giannis Antetokounmpo,Eric Bledsoe,Brook Lopez,Khris Middleton,Wesley Matthews","Sterling Brown,Robin Lopez,Donte DiVincenzo,Ersan İlyasova,Pat Connaughton,George Hill,Thanasis Antetokounmpo,D.J. Wilson","Mark Ayotte,J.B. DeRosa,Michael Smith",75.10818744934066,43.782738095238095,84.68414327306655,47.03511793448649,4.0,37.66666666666667,97.0,93.33333333333331,106.0,115.0,214,0,0.056818181818181816,19.0
71,71,2019-11-01,19:30:00,New York Knicks,Boston Celtics,102,104,0,18624,BOS,NYK,"Kemba Walker,Gordon Hayward,Jayson Tatum,Marcus Smart,Daniel Theis","Grant Williams,Semi Ojeleye,Brad Wanamaker,Carsen Edwards,Vincent Poirier,Romeo Langford,Tacko Fall,Javonte Green","Marcus Morris,RJ Barrett,Frank Ntilikina,Julius Randle,Mitchell Robinson","Kevin Knox,Wayne Ellington,Bobby Portis,Taj Gibson,Ignas Brazdeikis,Allonzo Trier,Damyean Dotson","Kane Fitzgerald,Leroy Richardson,James Williams",84.81301248427059,26.69713227309737,67.1382111201999,42.79832474872798,4.0,19.0,104.33333333333331,110.66666666666669,104.0,98.0,206,0,0.056818181818181816,19.5
